sector,mean,median,max,min,stdDev,skew,kurtosis,count
AGRI,22.07948601655291,19.93689138023271,91.96496890410816,6.505756382841421,11.710181639703471,1.898699573733009,6.4617500661543765,199.0
BASIC-IND,23.69182580870148,19.399032124542778,99.42543466636728,6.100376658174718,15.058551848372744,2.2513745243301724,7.077374037910213,199.0
CONSUMER,18.63007070438868,14.373883125575068,130.31322331049418,6.543384375775638,14.294892795129805,3.6823899222516223,20.516917035395043,199.0
FINANCE,21.69949864075045,16.987007152568093,120.71098963013378,6.342222930456427,14.659983676965405,2.7799835834108992,12.596218472517494,199.0
INFRASTRUC,22.93966297396115,18.45976262239902,133.54888746535673,6.399863847816849,15.007228322814896,2.9509269902404456,15.18725938617957,199.0
MINING,20.955829189714464,17.529262068246947,73.54647884728666,5.903968783252765,11.528887796086305,1.797421250647084,4.076719246693903,199.0
MISC-IND,26.727593876727365,22.881474861583175,127.82983263689613,8.264946131473708,15.407245830881859,2.5602287674369455,11.076181567805568,199.0
PROPERTY,22.881795427288697,19.95784311886547,69.8111480172214,6.218539781829452,11.214742478974635,1.309228771922169,2.0441282179453166,199.0
TRADE,13.602786364337437,11.283489251639203,45.825120747258794,4.507448614559204,7.837536014556419,1.8037883339519636,3.4379772506144377,199.0
